"Numbering","Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3","HusbandSubtribe4","nonQurayshAffilation","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","nonQurayshGeneology","WifeGeneration","Sons","Daughters","Geography","Notes1","Notes2","Notes3","Notes4","H Lat","H Lng","W Lat","W Lng"
1203,"NQ204","قرظة بن عبد عمرو بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,"فاطمة بنت عتبة بن ربيعة (بن عبد شمس)","Quraysh","Qusayy","Abd Shams",,,,5,8,2,,,,,,,,,
1204,"NQ204","عتبة بن سهيل بن عمرو بن عبد شمس (بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤي بن غالب)","Quraysh","Amir b. Lu'ayy",,,,,6,"كنود بنت قرظة بن عبد عمرو بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,5,,,,"In wife's father's section","WAliat li",,,,,,
1205,"NQ204","معاوية بن ابو سفيان","Quraysh","Qusayy","Abd Shams","Umayyad","Sufyanid",,6,"كنود بنت قرظة بن عبد عمرو بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,5,,,,"In wife's father's section","Khalaf alayha",,,,,,
1207,"NQ204","عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,3,"هالة بنت فراضة بن ذى الحناظل/مالك بن عمرو بن نصر بن قعين (بن الحارث بن ثعلبة بن دودان بن اسد بن خزيمة)","Asad b. Khuzayma",,,,,"NQ98 for full patriline",0,2,1,,,,,,,,,
1209,"NQ204","عزيز بن قيس بن سويد بن ربيعة بن زيد بن عبد الله بن دارم","Tamim","Darim","Zayd",,,,,"فاختة بنت عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,1,,,"In wife's father's section","Exogamous marriage",,,,,,
1210,"NQ205","الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,"بنت عياض بن رافع من خزاعة","Khuza'a ",,,,,,,1,,,,,,,,,,
1211,"NQ205","عبيدة بن الحارث بن المطلب","Quraysh","Qusayy","Al-Muttalib",,,,4,"بنت عياض بن رافع من خزاعة","Khuza'a ",,,,,,,,1,,"Sibling relationship",,,,,,,
1212,"NQ205","الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,"درة بنت ابو لهب (بن عبد المطلب)","Quraysh","Qusayy","Hashim",,,,5,2,,,,,,,,,,
1213,"NQ205","الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,"امامة بنت خليفة بن النعمان من بكر بن وائل","Bakr b. Wa'il",,,,,,,1,,,,,,,,,,
1214,"NQ205","عبد الرحمن بن ابو حسين بن الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,6,"ام عبد الله بنت عقبة بن الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,6,1,,,,,,,,,,
1215,"NQ205","عقبة بن الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,5,"Concubine",,,,,,,,,1,,"Matriline",,,,,,,
1216,"NQ205","ابو حسين بن الحارث بن عامر بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,5,"Concubine",,,,,,,,1,,,,,,,,,,
1217,"NQ205","عبد العزى بن قصىّ","Quraysh","Qusayy",,,,,1,"رائطة/الحظيا بنت كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,,2,1,1,,,,,,,,,
1219,"NQ206","اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,2,"بنت عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,,3,2,1,,,,,,,,,
1220,"NQ207","اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,2,"خالدة/قبة الديباج بنت هاشم بن عبد مناف بن قصى","Quraysh","Qusayy","Hashim",,,,3,3,1,,"Daughter appears on NQ312 as one of Abu Jahl's wives, but this is not mentioned here",,,,,,,
1221,"NQ207","اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,2,"الصعبة بنت خالد بن صقل من بنى جحجبا","Aws","Amr b. Awf ","Jahjaba",,,"EI2 - al-Aws",,3,,,,,,,,,,
1222,"NQ207","اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,2,"Woman of Thaqif","Thaqif",,,,,,,1,,,,,,,,,,
1223,"NQ207","اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,2,"نهية بنت سعيد بن سهم بن عمرو بن هصيص","Quraysh","Sahm",,,,,2,3,,,,,,,,,,
1224,"NQ207","عمرو بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"خديجة بنت خويلد بن اسد بن عبد العزى بن قصى","Quraysh","Qusayy","Asad",,,,4,,,,"Marriage prior to Muhammad",,,,,,,
1225,"NQ207","اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,2,"زهرة بنت عمرو بن حبشى بن رويبة بن هلال من بنى كاهل بن اسد","Asad b. Khuzayma","Kahil b. Asad",,,,"Odd one this - Kahil b. Asad not a major tribe",,1,,,,,,,,,,
1226,"NQ207","نوفل بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"هند بنت ابو كبير بن عبد بن قصى","Quraysh","Qusayy",,,,,3,2,,,,,,,,,,
1229,"NQ209","نوفل بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"بنت جابر بن سفيان","Qays Aylan","Sa'd b. Fahm",,,,"Based on her famous brother, Tabat the Suluki poet",,1,,,"Sister of famous poet Taʾabbaṭa S̲h̲arran; tribal link to Fahm in NQ","Lineage from EI2 Taʾabbaṭa S̲h̲arran",,,,,,
1230,"NQ209","عدى بن نوفل بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,"ام عبد الله بنت ابو البخترى بن هاشم","Quraysh","Qusayy","Asad",,,,6,,,,"In wife's father's section","No children mentioned - part of an anecdote",,,,,,
1232,"NQ209","الحويرث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"تماضر بنت عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,1,,,,,,,,,,
1234,"NQ211","حبيب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"الصعبة بنت خالد بن طفيل","Aws","Amr b. Awf ","Jahjaba",,,"NQ207 (though note difference in spelling of grandfather) and EI2 - al-Aws",,1,,,"We are told that this is the same woman his father married, but the second name in the patriline is spelled differently; see NQ207",,,,,,,
1235,"NQ212","الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"هند بنت عثمان بن عبد الدار بن قصى","Quraysh","Qusayy","Abd al-Dar",,,,3,5,,,,,,,,,,
1236,"NQ212","معبد بن حميد بن زهير بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,6,"فاختة بنت حكيم بن حزام (بن خويلد بن اسد بن عبد العزى بن قصىّ)","Quraysh","Qusayy","Asad",,,,6,1,,,,,,,,,,
1237,"NQ212","حفص بن عمرو بن عبيد الله بن حميد بن زهير بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,8,"بنت عبد الله بن حازم بن اسماء بن الصلط","Qays Aylan","Sulaym ",,,,"NQ344 has full genealogy to Sulaym",,,1,,"Tribal link not mentioned in NQ",,,,,,,
1238,"NQ212","عبد الله بن عثمان بن عبيد الله بن حميد بن زهير بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,8,"ام عمرو بنت حفص بن عمرو بن عبيد الله بن حميد بن زهير بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,,,,,"Tazawwajha",,,,,,,
1240,"NQ213","امية بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,"زينب بنت خالد بن عبد مناف بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,,4,1,1,,,,,,,,,
1241,"NQ213","هاشم بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,"اروى بنت الحارث بن عبد العزى بن عثمان بن عبد الدار بن قصى","Quraysh","Qusayy","Abd al-Dar",,,,5,1,,,,,,,,,,
1242,"NQ214","ابو البخترى بن هاشم بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,5,"عاتكة بنت امية بن الحارث بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,,5,1,,,,,,,,,,
1245,"NQ214","مطيع بن الاسود بن حارثة (بن نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب) العدوى","Quraysh","Adi b. Ka'b",,,,,5,"الحلال بنت قيس بن نوفل من بنو نصر بن قعین","Asad b. Khuzayma","Nasr",,,,"On NQ156 the affiliation is given as Asad b. Khuzayma; Nasr is a sub-group",,1,,,,,,,,,,
1246,"NQ214","عبد الرحمن بن الاسود بن ابو البخترى بن هاشم بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,7,"سودة بنت الزبير بن العوام","Quraysh","Qusayy","Asad","zubayr",,,6,1,,,"Kanat tahtahu",,,,,,,
1247,"NQ215","الاسود بن ابو البخترى بن هاشم بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,6,"Concubine",,,,,,,,1,,,,,,,,,,
1248,"NQ216","عبد الرحمن بن عبد الله بن الاسود بن ابو البخترى بن هاشم بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,8,"برة بنت سعيد بن الاسود ( بن ابو البخترى)","Quraysh","Qusayy","Asad",,,,8,3,,,,,,,,,,
1250,"NQ216","على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,5,"Concubine",,,,,,,,,1,,"Matrline",,,,,,,
1251,"NQ216","عبد الله بن الاسود بن ابو البخترى بن هاشم بن الحارث بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,7,"حميدة بنت طلحة بن عبد الله بن مسافع بن عياض بن صخر بن عامر بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,,8,1,,,"Good alignment",,,,,,,
1252,"NQ216","طلحة بن عبد الله بن مسافع بن عياض بن صخر بن عامر بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,,7,"ام كلثوم بنت عبد الرحمن بن ابو بكر","Quraysh","Taym b. Murra",,,,,7,,1,,"Matrline",,,,,,,
1253,"NQ218","المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"فهيرة بنت ابو قيس راكب البريد بن عبد مناف بن زهرة بن كلاب","Quraysh","Zuhra",,,,,3,1,,,,,,,,,,
1255,"NQ218","الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,"فاختة بنت عامر بن قرط (بن سلمة بن قشير) القشيرى","Qays Aylan","Amir b. Sa'sa'a","Qushayr",,,"EI2 Kushayr",,1,,,,,,,,,,
1257,"NQ219","هبار بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,5,"Concubine",,,,,,,,1,,,,,,,,,,
1258,"NQ220","السائب بن ابو حبيش بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,5,"عاتكة بنت الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ ","Quraysh","Qusayy","Asad",,,,5,1,,,"Cousin marriage",,,,,,,
1259,"NQ220","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Abd Shams","Umayyad","Uthman",,8,"فاطمة بنت عبد الله بن السائب بن ابو حبيش بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,7,,,,"No children - part of an anecdote",,,,,,,
1261,"NQ221","مصعب بن الزبير بن العوام","Quraysh","Qusayy","Asad","zubayr",,,6,"فاطمة بنت عبد الله بن السائب بن ابو حبيش بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,7,2,,,,,,,,,,
1262,"NQ221","عبد الله بن السائب بن ابو حبيش بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,6,"حمنة بنت شجاع بن وهب","Asad b. Khuzayma","Badr",,,,"Appears on previous page although father's name is spelled differently",,1,,,"Marriage mentioned above with a daughter; note difference in spelling of father's name",,,,,,,
1263,"NQ221","زمعة بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,5,"قريبة الكبرى بنت ابو امية بن المغيرة","Quraysh","Makhzum",,,,,5,3,,,,,,,,,,
1264,"NQ222","يزيد بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,6,"Concubine",,,,,,,,1,,,"Part of an anecdote",,,,,,,
1265,"NQ222","عبد الله بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,6,"زينب بنت ابو سلمة بن عبد الاسد (بن هلال بن عبد الله بن عمر بن مخزوم)","Quraysh","Makhzum",,,,,6,1,,,,,,,,,,
1268,"NQ222","عبد الله بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,6,"Concubine",,,,,,,,1,,,,,,,,,,
1269,"NQ227","عبد الملك بن مروان","Quraysh","Qusayy","Abd Shams","Umayyad","Marwanid",,7,"هند بنت ابو عبيدة بن عبد الله بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,8,,,,"Kanat and",,,,,,,
1273,"NQ228","وهب بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,,6,"بنت شيبة بن ربيعة بن عبد شمس ","Quraysh","Qusayy","Abd Shams",,,,5,1,,,,,,,,,,
1274,"NQ228","عبد الله الاكبر بن وهب بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,,7,"بنت الحارث بن عامر بن ربيعة من بنو فراس","Kinana","Firas b. Ghanam",,,,,,1,,,,,,,,,,
1275,"NQ228","وهب بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,,6,"Concubine",,,,,,,,1,,,,,,,,,,
1276,"NQ228","عبد الله الاصغر بن وهب بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى","Quraysh","Qusayy","Asad",,,,7,"كريمة بنت المقداد بن عمرو البهرانى","Quda'a","Bahra'",,,,,,6,,"Euphrates, allied with Byzantium","See EI2 Bahra; her tribe should be Bahra'I - see EI2 Miqdad b. Amr (Sam'ani links Bahrani to Bahra')",,,,,,,
1277,"NQ228","المقداد بن عمرو البهرانى","Quda'a","Bahra",,,,,,"ضباعة بنت الزبير بن عبد المطلب","Quraysh","Qusayy","Asad","zubayr",,,5,,1,,"Matrline","Exogamous Qurashi marriage",,,,,,
1279,"NQ229","خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"منينة بنت الحارث بن جابر بن وهب بن نسيب بن زيد بن مالك بن عوف بن الحارث بن مازن بن منصور","Qays Aylan","Mazin b. Mansur",,,,,,3,1,,,,,,,,,
1280,"NQ229","الحارث بن جابر بن وهب بن نسيب بن زيد بن مالك بن عوف بن الحارث بن مازن بن منصور","Qays Aylan","Mazin b. Mansur",,,,,,"هند بنت وهيب بن نسيب بن زيد بن مالك بن عوف بن الحارث بن مازن بن منصور","Qays Aylan","Mazin b. Mansur",,,,,,,1,,"Matrline",,,,,,,
1281,"NQ229","وهيب بن نسيب بن زيد بن مالك بن عوف بن الحارث بن مازن بن منصور","Qays Aylan","Mazin b. Mansur",,,,,,"عباسة بنت العوام بن نضلة بن خلاوة بن نضلة بن مزينة","Muzayna",,,,,"Genealogy here is mangled; clarification in Baladhuri (search - نسب مزينة وهم ولد عمرو بن أد) where the names given here align. Also see EI2 - Muzayna",,,1,,"Matrline","Wife from a very obscure lineage",,,,,,
1282,"NQ229","عبد بن بجاد بن عمير بن الحارث بن حارث بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,,5,"رقية بنت خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,,1,,"In wife's father's section; links to a story about the daughter and Muhammad",,,,,,,
1283,"NQ229","خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"بنت عبد العزى بن ربيعة بن حزن بن عامر بن مازن بن عدى بن عمرو بن خزاعة","Khuza'a ",,,,,,,1,,,,,,,,,,
1284,"NQ230","نوفل بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,"الفريعة بنت عدى بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,,4,,,,,,,,,,,
1285,"NQ230","خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,3,"فاطمة بنت زائدة بن جندب/الاصم (بن هدم) بن رواحة بن حجر بن عبد بن معيص( بن عامر بن لؤي)","Quraysh","Amir b. Lu'ayy",,,,,5,,2,,"Error in genealogy - Hidm the brother of Ism - see NQ437",,,,,,,
1289,"NQ231","حزام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,4,"فاختة بنت زهير بن الحارث بن اسد","Quraysh","Qusayy","Asad",,,,5,3,,,,,,,,,,
1290,"NQ231","حكيم بن حزام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,5,"Unnamed","Kinana","Firas b. Ghanam",,,,,,1,,,,,,,,,,
1291,"NQ232","حكيم بن حزام بن خويلد بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,,5,"زينب بنت العوام بن خويلد","Quraysh","Qusayy","Asad",,,,5,1,,,,,,,,,,
