Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandSubtribe4,Source for non-Qurashi tribal affiliation,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,Source for non-Qurashi genealogy,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
759,NQ121,___ ____ __ ______ __ ___ _____ __ ___,Quraysh,Qusayy,Umayyad,Sufyanid,,,7,_____ ___ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,,,,,,
2038,NQ385,______ __ ____ __ ______ __ ____ __ _______,Quraysh,Makhzum,,,,,7,__ ___ _____ ___ ___ ____ __ ____ __ ____ __ ___ _____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,8,,1,,,,
854,NQ133,______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,7,____ ___ ____ __ ______,Quraysh,Qusayy,Umayyad,,,,8,,,,,,
1121,NQ181,____ __ ____ (__ ___ ____ __ ___ ____ __ ____),Quraysh,Qusayy,Umayyad,,,,7,____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,,,,,,
1122,NQ181,____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,7,____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,,,,,,
546,NQ85,___ __ ____ __ ___ ____ __ ____ __ ______ __ ______,Quraysh,Qusayy,,,,,7,____ ___ ___ __ ___ __ _____ __ ___ ____ __ ____ __ ______ __ ___ ____,Quraysh,Qusayy,,,,,8,1,,,,,
308,NQ53,____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,__ _____ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,9,,2,,,,
491,NQ77,______ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,7,__ _____ ___ ____ __ _____ __ ___ ____ __ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,9,2,1,,,,
1036,NQ167,____ ____ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,7,_____ ___ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
835,NQ132,___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,7,__ _____ ___ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,,,,,,
687,NQ115,___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,7,____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,,,,,,
1059,NQ169,___ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,7,__ ____ ___ ____ __ _____ __ ____ __ ___ ____,Quraysh,Qusayy,Umayyad,,,,9,1,,,,,
321,NQ55,____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,____  ___ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,,,,,,
557,NQ87,___ ____ __ ______ __ ____,Quraysh,Qusayy,Hashim,,,,7,___ ___ ____ __ ____ __ _____ __ ___ _____,Quraysh,Qusayy,Asad,,,,5(6),1,,,,,
1367,NQ253,____ __ _____ __ ____ __ ___ ____ __ ___ _____ __ _____ __ ___ _____ __ ___ ,Quraysh,Qusayy,,,,,7,Unnamed - __ ___ ______ __ ___ _____,Quraysh,Qusayy,Abd al-Dar,,,,,2,,,,,
851,NQ133,______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,7,_____ ___ ____ ____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,,,,,,,
190,NQ32,___ _______ __ ___ ____ __ ____ (__ ____ __ _____ __ ____ __ ___ ___ NQ149),Quraysh,Qusayy,,,,,8,______ ___ ____ ____ __ ____,Quraysh,Qusayy,Hashim,Abbasid,,,6,,,,,,
261,NQ45,___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,_____ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,6,,,,,,
263,NQ46,___ _______/___ ______ __ ___ ____ __ ____ (__ ____ __ _____ __ ____ __ ___ ___ NQ129),Quraysh,Qusayy,,,,,8,_____ ___ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,6,,,,,,
727,NQ118,____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,_____ ___ ____ __ ______ __ ______,Quraysh,Qusayy,Asad,Zubayrid,,,7,,1,,,,
1297,NQ234,___ ____ __ _____ __ ___ ____ __ ____ __ ____ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,8,_____ ___ ___ ____ __ ______,Quraysh,Qusayy,Asad,Zubayrid,,,7,2,,,,,
1259,NQ220,___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,_____ ___ ___ ____ __ ______ __ ___ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,7,,,,,,
353,NQ59,______ __ ___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ______,Quraysh,Qusayy,Hashim,Alid,Husaynid,,7,,,,,,
349,NQ59,___ ____ __ _____ __ ___ ____ __ ____ __ ____ __ _____,Quraysh,Qusayy,Asad,,,,8,_____ ___ ______,Quraysh,Qusayy,Hashim,Alid,Husaynid,,7,2,1,,,,
680,NQ114,___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,_____ ___ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,7,2,1+B679C679:T679B679:T679,,,,
225,NQ39,_______ __ ____ (__ ___ ______ __ ___ _____ __ _____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____),Quraysh,Amir b. Lu'ayy,,,,,8,__ _____ ___ ___ ____ __ ______ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,,,,,,
224,NQ39,____ __ _____ __ ___ ____ __ _____,Quraysh,Jumah,,,,,8,__ _____ ___ ___ ____ __ ______ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,,,,,,
2189,NQ411,____ __ ____ __ ___ ____ __ ____ __ ______ __ ____ __ ____ __ ____ __ ___,Quraysh,Sahm,,,,,8,____ ___ ____ ____ __ ____ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,1,1,,,,
168,NQ30,____ ____ __ ___ __ ____ __ ____ ____ __ ____,Quraysh,Qusayy,Hashim,Abbasid,,,8,_____ ___ ___ __ ___ ____ __ ______ ,Quraysh,Qusayy,Hashim,Abbasid,,,7,1,1,,,,
227,NQ39,___ ______ __ ____ __ ___ ____ __ ______,Quraysh,Qusayy,Zubayrid,,,,8,______ ___ ____ __ ______ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,7,,,,,,
445,NQ72,___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,__ _____ ___ ____ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,7,,1,,,,
436,NQ72,___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,__ ____ ___ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,,,7,2,1,,,,
1182,NQ202,___ ____ __ _____ __ ____ __ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,8,_____ ___ ____ ____ __ ___ ______ __ ______ __ ___ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,7,,Girls,,,,
832,NQ132,___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,__ _____ ___ _____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,7,,1,,,,
666,NQ112,____ __ ______ __ ____ __ ___ ____ __ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,8,____ ___ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,7,,,,,,
1016,NQ165,______ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ____ ___ ____ __ _____ __ ___ _____,Quraysh,Qusayy,Umayyad,,,,7,1,,,,,
1082,NQ172,____ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ _____ ___ ____ __ _____ __ ___ ______,Quraysh,Qusayy,Umayyad,,,,7,,,,,,
1031,NQ167,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ____ ___ ____ __ _____ __ ___ ______,Quraysh,Qusayy,Umayyad,,,,7,3,2,,,,
1019,NQ166,______ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ____ ___ ___ ____ __ ____ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,,,,7,1,,,,,
1079,NQ171,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,____ ___ ____ __ _____ __ ___ ______,Quraysh,Qusayy,Umayyad,,,,7,,,,,,
450,NQ73,______ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,__ ____ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Asad,Zubayrid,,,8,3,1,,,,
1248,NQ216,___ ______ __ ___ ____ __ ______ __ ___ _______ __ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,8,___ ___ ____ __ ______ ( __ ___ _______),Quraysh,Qusayy,Asad,,,,8,3,,,,,
309,NQ53,___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,___ ___ ___ _____ __ ___ ____ __ ____ __ ______ __ ______ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,8,3,3,,,,
302,NQ53,_____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,__ ______ ___ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,1,,,,,
285,NQ50,______ __ ___ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,__ ____ ___ ______ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,2,1,,,,
298,NQ52,____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,__ _____  ___ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,,,,,,
297,NQ52,______ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,____ ___ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,,,,,,
196,NQ32,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ___ __ ___ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,,,,,,
367,NQ62,_______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,8,__ ______ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,,,,,,
1073,NQ171,_______ __ ___ _____ __ ______ __ _____ __ ______,Quraysh,Qusayy,Umayyad,,,,8,__ _____ ___ ______ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,5,,,,,
362,NQ62,_____ __ _____ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,__ _____ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,,,,,,
360,NQ62,___ __ ______ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,____ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,2,,,,,
359,NQ62,____ __ ______ __ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,8,____ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,,,,,,
361,NQ62,___ __ _______ __ ____ __ ____ __ ____ ____,Quraysh,Taym b. Murra,,,,,8,____ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,,,,,,
365,NQ62,___ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,____ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,,,,,,
504,NQ78,____ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,8,_____ ___ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,,,,,,
2227,NQ421,___ ______ __ ____ __ ___ ______ __ ____ __ ____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,8,_____ ___ ______ __ ____ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,8,1,,,,,
409,NQ66,___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,____ ___ ___ ____/___ ____ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,1,,,,,
486,NQ77,_____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,_____ ___ ___ ____ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,1,,,,,
482,NQ76,____ __ ___ ____ __ ____ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,_____ ___ ___ ____ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,,,,,,
481,NQ76,____ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,_____ ___ ___ ____ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,,,,,,
513,NQ79,_____ __ ____ ____ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,__ ______ ___ _____ __ ____ __ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,8,3,,,,,
1950,NQ368,___ ___ __ ____ __ ___ ____ __ ____ __ ______ __ ____ __ ____ __ ___ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,8,____ ___ _____ __ ___ __ ____ __ ______ __ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,8,1,,,,,
1444,NQ272,____ __ ___ ______ __ ___ __ ___ ______ __ ___ __ ___ ____ __ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,8,___ ___ ____ ____ __ ______ __ ____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,8,1,,,,,
757,NQ121,______ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ______ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,_____ ___ ______ __ _____ __ ____,,8,,,,,,
1012,NQ165,______ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ______ ___ ___ ______ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,2,1,,,,
1049,NQ168,______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ _____ ___ ___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,,,,,,
1050,NQ168,______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ _____ ___ ___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,,,,,,
1051,NQ168,____ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ _____ ___ ___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,,,,,,
1046,NQ168,___ ____ __ ___ ______ __ ______ __ _____,Quraysh,Qusayy,Umayyad,,,,8,____ ___ ____ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,,1,,,,
1002,NQ162,____ __ ____ __ ______ ,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,_____ ___ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,,,,,,
1011,NQ165,______ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,2,,,,,
1010,NQ165,___ __ ___ ______,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,2,,,,,
810,NQ130,______ __ ___ ______ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,__ ____ ___ ____ __ ______ __ ___ _____ ,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,1,,,,,
849,NQ133,___ ___ __ ___ ______ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,___ ___ ______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,,,,,,
848,NQ133,______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,___ ___ ______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,,,,,,
830,NQ131,___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,_____ ___ ___ ____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,,2,,,,
1035,NQ167,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,____ ___ _______ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,1,1,,,,
847,NQ133,___ ___ __ ___ ______ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,___ ___ ______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,,,,,,
682,NQ114,___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,__ ____ ___ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,1,1,,,,
724,NQ118,___ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,____ ___ ___ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,1,,,,,
714,NQ117,_____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,____ ___ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,3,,,,,
1070,NQ170,____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ______ ___ ___ _____ __ ______ __ _____ __ ___ ______,Quraysh,Qusayy,Umayyad,,,,8,,,,,,
679,NQ114,___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,__ ___ ______ ___ ___ ____ __ ____ __ ____ __ ___ _____ __ ____,Quraysh,Qusayy,Umayyad,,,,8,2,3,,,,
825,NQ131,____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,__ _____ ___ ____ __ ______ __ ____ __ ______,Quraysh,Qusayy,Umayyad,,,,8,1,,,,,
823,NQ131,___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,__ _____ ___ ____ __ ______ __ ____ __ ______,Quraysh,Qusayy,Umayyad,,,,8,2,,,,,
834,NQ132,___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,__ ____ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,,,,8,,1,,,,
1125,NQ181,____ __ _____ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,,,,8,_____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,,,,,,
1108,NQ180,______ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,,,,,,
1107,NQ180,____ __ ____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,1,,,,,
1115,NQ181,___ ______ __ ____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,8,1,,,,,
1317,NQ241,____ __ ____ __ ___ ____ __ ______,Quraysh,Qusayy,Asad,Zubayrid,,,8,_____ ___ ____ __ ____ __ ___ ____ __ ______ __ ______ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,Zubayrid,,,9,1,,,,,
311,NQ54,___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,_____ ___ ____/___ ____ __ ___ _____ __ ___ ____ __ ____ ( __ ______ __ ______ __ ___ __ ___ _____ __ ____),Quraysh,Qusayy,Asad,,,,9,1,,,,,
306,NQ53,___ ___ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,9,,,,,,
502,NQ78,___ ____ __ ____ ______ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,_____ ______ ___ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,1,,,,,
373,NQ63,____ ____ __ ____ __ ___ __ ___ ,Quraysh,Qusayy,Hashim,Alid,,,8,____ ___ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,3,3,,,,
392,NQ64,_______ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,8,____ ___ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,1,1,,,,
169,NQ30,____ __ ___ ____ _________ ____ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Abbasid,,,8,_____ ___ ____ ____ __ ___ __ ____ __ ____ ____ __ ____,Quraysh,Qusayy,Hashim,Abbasid,,,9,,,,,,
438,NQ72,___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,8,__ _____ ___ ____ __ ___ ____ __ ______ __ ____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,9,1,,,,,
1458,NQ273,____ __ _______ __ ____ __ ____ __ ___ __ ___ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,8,___ ______ __ ____ __ ____ __ ____ __ ___ ___,Quraysh,Qusayy,Hashim,,,,9,1,,,,,
215,NQ38,____ __ ______ ______ __ ___ ____,Quraysh,Qusayy,Hashim,Abbasid,,,8,_____ ___ ___ ____ __ _____ __ ______ __ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,9,3,,,,,
822,NQ131,____ __ ______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,8,__ ____ ___ ___ ______ __ ____ (__ ______),Quraysh,Qusayy,Umayyad,Sufyanid,,,9,1,1,,,,
1017,NQ165,______ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ____ ___ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,3,,,,,
691,NQ115,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,,,,,,
690,NQ115,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,1,2,,,,
688,NQ115,______ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ___ ____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,,,,,,
689,NQ115,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,,1,,,,
1018,NQ166,______ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,_____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,2,,,,,
1029,NQ167,____ __ ___ ____ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ ______ ___ ______ __ ____ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,10,,,,,,
1037,NQ167,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,__ _____ ___ ____ __ ____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,1,,,,,
712,NQ117,_______ __ ___ ____ __ ___ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Hasanid,,8,____ ______ ___ ____ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,,,,,,
713,NQ117,____ __ _______ __ ___ __ ____ ____ __ ____,Quraysh,Qusayy,Hashim,Abbasid,,,8,____ ______ ___ ____ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,,,,,,
701,NQ116,______ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,___ ___ ___ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,,,,,,
702,NQ116,____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,8,___ ___ ___ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,1,,,,,
1238,NQ212,___ ____ __ _____ __ ____ ____ __ ____ __ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,8,__ ____ ___ ___ __ ____ __ ____ ____ __ ____ __ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,,,,,,,
750,NQ120,___ __ ___ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,8,_____ ___ ______,Quraysh,Qusayy,Hashim,Alid,Husaynid,,,,,,,,
366,NQ62,___ ____ __ ______ __ ___ ____ __ ____ (__ ___ ____),Quraysh,Qusayy,Hashim,,,,8,____ ___ ___ ______ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,,,,,,,
